ENSP,ENSG
ENSP00000369133,ENSG00000131828
ENSP00000394382,ENSG00000131828
ENSP00000404616,ENSG00000131828
ENSP00000406473,ENSG00000131828
ENSP00000440761,ENSG00000131828
ENSP00000512823,ENSG00000131828
ENSP00000512824,ENSG00000131828
ENSP00000279392,ENSG00000149929
ENSP00000456824,ENSG00000149929
ENSP00000205402,ENSG00000091140
ENSP00000387542,ENSG00000091140
ENSP00000388077,ENSG00000091140
ENSP00000390667,ENSG00000091140
ENSP00000402593,ENSG00000091140
ENSP00000409590,ENSG00000091140
ENSP00000417016,ENSG00000091140
ENSP00000216465,ENSG00000100577
ENSP00000314404,ENSG00000100577
ENSP00000354959,ENSG00000100577
ENSP00000377335,ENSG00000100577
ENSP00000450487,ENSG00000100577
ENSP00000451150,ENSG00000100577
ENSP00000451850,ENSG00000100577
ENSP00000451927,ENSG00000100577
ENSP00000451976,ENSG00000100577
ENSP00000452346,ENSG00000100577
ENSP00000452498,ENSG00000100577
ENSP00000452531,ENSG00000100577
ENSP00000236342,ENSG00000117682
ENSP00000353104,ENSG00000117682
ENSP00000363300,ENSG00000117682
ENSP00000393961,ENSG00000117682
ENSP00000397584,ENSG00000117682
ENSP00000399177,ENSG00000117682
ENSP00000399781,ENSG00000117682
ENSP00000403529,ENSG00000117682
ENSP00000405604,ENSG00000117682
ENSP00000431407,ENSG00000117682
ENSP00000433491,ENSG00000117682
ENSP00000433976,ENSG00000117682
ENSP00000434185,ENSG00000117682
ENSP00000434219,ENSG00000117682
ENSP00000434984,ENSG00000117682
ENSP00000436119,ENSG00000117682
ENSP00000436764,ENSG00000117682
ENSP00000515227,ENSG00000117682
ENSP00000515228,ENSG00000117682
ENSP00000515229,ENSG00000117682
ENSP00000515230,ENSG00000117682
ENSP00000515231,ENSG00000117682
ENSP00000515232,ENSG00000117682
ENSP00000515247,ENSG00000117682
ENSP00000515248,ENSG00000117682
ENSP00000515249,ENSG00000117682
ENSP00000168216,ENSG00000072506
ENSP00000364447,ENSG00000072506
ENSP00000364453,ENSG00000072506
ENSP00000506792,ENSG00000072506
ENSP00000324897,ENSG00000103275
ENSP00000348056,ENSG00000103275
ENSP00000380649,ENSG00000103275
ENSP00000380650,ENSG00000103275
ENSP00000384568,ENSG00000103275
ENSP00000385009,ENSG00000103275
ENSP00000455252,ENSG00000103275
ENSP00000455893,ENSG00000103275
ENSP00000456188,ENSG00000103275
ENSP00000457064,ENSG00000103275
ENSP00000490882,ENSG00000103275
ENSP00000503670,ENSG00000103275
ENSP00000518663,ENSG00000103275
ENSP00000518664,ENSG00000103275
ENSP00000518665,ENSG00000103275
ENSP00000518666,ENSG00000103275
ENSP00000518667,ENSG00000103275
ENSP00000518668,ENSG00000103275
ENSP00000518669,ENSG00000103275
ENSP00000518670,ENSG00000103275
ENSP00000518671,ENSG00000103275
ENSP00000518672,ENSG00000103275
ENSP00000518673,ENSG00000103275
ENSP00000518674,ENSG00000103275
ENSP00000518675,ENSG00000103275
ENSP00000518676,ENSG00000103275
ENSP00000518677,ENSG00000103275
ENSP00000518678,ENSG00000103275
ENSP00000518679,ENSG00000103275
ENSP00000518680,ENSG00000103275
ENSP00000518681,ENSG00000103275
ENSP00000518682,ENSG00000103275
ENSP00000518683,ENSG00000103275
ENSP00000518684,ENSG00000103275
ENSP00000518685,ENSG00000103275
ENSP00000518686,ENSG00000103275
ENSP00000518687,ENSG00000103275
ENSP00000518688,ENSG00000103275
ENSP00000518689,ENSG00000103275
ENSP00000518694,ENSG00000103275
ENSP00000518695,ENSG00000103275
ENSP00000518696,ENSG00000103275
ENSP00000518697,ENSG00000103275
ENSP00000518698,ENSG00000103275
ENSP00000518699,ENSG00000103275
ENSP00000518700,ENSG00000103275
ENSP00000518701,ENSG00000103275
ENSP00000518702,ENSG00000103275
ENSP00000518703,ENSG00000103275
ENSP00000518704,ENSG00000103275
ENSP00000518705,ENSG00000103275
ENSP00000518706,ENSG00000103275
ENSP00000518707,ENSG00000103275
ENSP00000518708,ENSG00000103275
ENSP00000518709,ENSG00000103275
ENSP00000518710,ENSG00000103275
ENSP00000518711,ENSG00000103275
ENSP00000518712,ENSG00000103275
ENSP00000518713,ENSG00000103275
ENSP00000518714,ENSG00000103275
ENSP00000519215,ENSG00000103275
ENSP00000519216,ENSG00000103275
ENSP00000519217,ENSG00000103275
ENSP00000292596,ENSG00000213316
ENSP00000385627,ENSG00000213316
ENSP00000427299,ENSG00000213316
ENSP00000493196,ENSG00000213316
ENSP00000491625,ENSG00000213316
ENSP00000491757,ENSG00000213316
ENSP00000492334,ENSG00000213316
ENSP00000493108,ENSG00000213316
ENSP00000370430,ENSG00000006757
ENSP00000406698,ENSG00000006757
ENSP00000415245,ENSG00000006757
ENSP00000443157,ENSG00000006757
ENSP00000517571,ENSG00000140990
ENSP00000517572,ENSG00000140990
ENSP00000517573,ENSG00000140990
ENSP00000517574,ENSG00000140990
ENSP00000268668,ENSG00000140990
ENSP00000445086,ENSG00000140990
ENSP00000455348,ENSG00000140990
ENSP00000457908,ENSG00000140990
ENSP00000258168,ENSG00000135697
ENSP00000455219,ENSG00000135697
ENSP00000457910,ENSG00000135697
ENSP00000372654,ENSG00000171885
ENSP00000372656,ENSG00000171885
ENSP00000393121,ENSG00000171885
ENSP00000462075,ENSG00000171885
ENSP00000462597,ENSG00000171885
ENSP00000500598,ENSG00000171885
ENSP00000500720,ENSG00000171885
ENSP00000502364,ENSG00000171885
ENSP00000309539,ENSG00000092964
ENSP00000427954,ENSG00000092964
ENSP00000427985,ENSG00000092964
ENSP00000431117,ENSG00000092964
ENSP00000324263,ENSG00000107614
ENSP00000346652,ENSG00000107614
ENSP00000367030,ENSG00000107614
ENSP00000389497,ENSG00000107614
ENSP00000390611,ENSG00000107614
ENSP00000417594,ENSG00000107614
ENSP00000419625,ENSG00000107614
ENSP00000431476,ENSG00000107614
ENSP00000284031,ENSG00000153904
ENSP00000411189,ENSG00000153904
ENSP00000488725,ENSG00000153904
ENSP00000369843,ENSG00000120915
ENSP00000427956,ENSG00000120915
ENSP00000428191,ENSG00000120915
ENSP00000428875,ENSG00000120915
ENSP00000430269,ENSG00000120915
ENSP00000430302,ENSG00000120915
ENSP00000430779,ENSG00000120915
ENSP00000367877,ENSG00000086475
ENSP00000367893,ENSG00000086475
ENSP00000400418,ENSG00000086475
ENSP00000401732,ENSG00000086475
ENSP00000441119,ENSG00000086475
ENSP00000262805,ENSG00000105650
ENSP00000402091,ENSG00000105650
ENSP00000439470,ENSG00000105650
ENSP00000469696,ENSG00000105650
ENSP00000470210,ENSG00000105650
ENSP00000472034,ENSG00000105650
ENSP00000473713,ENSG00000105650
ENSP00000473937,ENSG00000105650
ENSP00000474591,ENSG00000105650
ENSP00000474849,ENSG00000105650
ENSP00000476961,ENSG00000105650
ENSP00000347689,ENSG00000105650
ENSP00000278400,ENSG00000149124
ENSP00000340200,ENSG00000149124
ENSP00000431688,ENSG00000149124
ENSP00000468512,ENSG00000149124
ENSP00000484592,ENSG00000149124
ENSP00000334246,ENSG00000186160
ENSP00000407517,ENSG00000100983
ENSP00000493500,ENSG00000100983
ENSP00000493524,ENSG00000100983
ENSP00000493631,ENSG00000100983
ENSP00000493744,ENSG00000100983
ENSP00000493763,ENSG00000100983
ENSP00000493903,ENSG00000100983
ENSP00000493927,ENSG00000100983
ENSP00000494333,ENSG00000100983
ENSP00000494819,ENSG00000100983
ENSP00000495404,ENSG00000100983
ENSP00000495572,ENSG00000100983
ENSP00000495750,ENSG00000100983
ENSP00000495829,ENSG00000100983
ENSP00000496125,ENSG00000100983
ENSP00000496142,ENSG00000100983
ENSP00000498303,ENSG00000100983
ENSP00000366482,ENSG00000165060
ENSP00000379652,ENSG00000165060
ENSP00000418015,ENSG00000165060
ENSP00000419243,ENSG00000165060
ENSP00000495217,ENSG00000165060
ENSP00000342812,ENSG00000114374
ENSP00000406876,ENSG00000114374
ENSP00000498372,ENSG00000114374
ENSP00000322923,ENSG00000165996
ENSP00000355308,ENSG00000165996
ENSP00000462336,ENSG00000165996
ENSP00000462868,ENSG00000165996
ENSP00000379203,ENSG00000155097
ENSP00000428204,ENSG00000155097
ENSP00000430129,ENSG00000155097
ENSP00000430282,ENSG00000155097
ENSP00000351813,ENSG00000198060
ENSP00000307212,ENSG00000171453
ENSP00000361419,ENSG00000171453
ENSP00000395401,ENSG00000171453
ENSP00000409536,ENSG00000171453
ENSP00000494368,ENSG00000171453
ENSP00000494529,ENSG00000171453
ENSP00000495521,ENSG00000171453
ENSP00000496001,ENSG00000171453
ENSP00000496018,ENSG00000171453
ENSP00000496044,ENSG00000171453
ENSP00000496683,ENSG00000171453
ENSP00000496755,ENSG00000171453
ENSP00000299626,ENSG00000159063
ENSP00000365326,ENSG00000159063
ENSP00000431357,ENSG00000159063
ENSP00000432381,ENSG00000159063
ENSP00000432953,ENSG00000159063
ENSP00000433429,ENSG00000159063
ENSP00000434066,ENSG00000159063
ENSP00000434388,ENSG00000159063
ENSP00000434660,ENSG00000159063
ENSP00000435417,ENSG00000159063
ENSP00000435467,ENSG00000159063
ENSP00000435626,ENSG00000159063
ENSP00000436064,ENSG00000159063
ENSP00000436366,ENSG00000159063
ENSP00000437033,ENSG00000159063
ENSP00000437199,ENSG00000159063
ENSP00000480742,ENSG00000159063
ENSP00000504910,ENSG00000159063
ENSP00000504917,ENSG00000159063
ENSP00000504928,ENSG00000159063
ENSP00000504969,ENSG00000159063
ENSP00000505016,ENSG00000159063
ENSP00000505023,ENSG00000159063
ENSP00000505074,ENSG00000159063
ENSP00000505136,ENSG00000159063
ENSP00000505200,ENSG00000159063
ENSP00000505207,ENSG00000159063
ENSP00000505407,ENSG00000159063
ENSP00000505433,ENSG00000159063
ENSP00000505468,ENSG00000159063
ENSP00000505609,ENSG00000159063
ENSP00000505614,ENSG00000159063
ENSP00000505649,ENSG00000159063
ENSP00000505696,ENSG00000159063
ENSP00000505698,ENSG00000159063
ENSP00000505726,ENSG00000159063
ENSP00000505743,ENSG00000159063
ENSP00000505811,ENSG00000159063
ENSP00000505965,ENSG00000159063
ENSP00000505984,ENSG00000159063
ENSP00000506056,ENSG00000159063
ENSP00000506059,ENSG00000159063
ENSP00000506092,ENSG00000159063
ENSP00000506099,ENSG00000159063
ENSP00000506170,ENSG00000159063
ENSP00000506189,ENSG00000159063
ENSP00000506215,ENSG00000159063
ENSP00000506249,ENSG00000159063
ENSP00000506314,ENSG00000159063
ENSP00000506408,ENSG00000159063
ENSP00000506421,ENSG00000159063
ENSP00000506617,ENSG00000159063
ENSP00000506652,ENSG00000159063
ENSP00000506717,ENSG00000159063
ENSP00000334424,ENSG00000242110
ENSP00000371504,ENSG00000242110
ENSP00000371517,ENSG00000242110
ENSP00000424351,ENSG00000242110
ENSP00000427227,ENSG00000242110
ENSP00000222481,ENSG00000158516
ENSP00000395582,ENSG00000158516
ENSP00000370737,ENSG00000178445
ENSP00000491101,ENSG00000178445
ENSP00000491161,ENSG00000178445
ENSP00000491209,ENSG00000178445
ENSP00000491312,ENSG00000178445
ENSP00000491369,ENSG00000178445
ENSP00000491392,ENSG00000178445
ENSP00000491487,ENSG00000178445
ENSP00000491895,ENSG00000178445
ENSP00000491932,ENSG00000178445
ENSP00000342385,ENSG00000148344
ENSP00000381740,ENSG00000041880
ENSP00000395951,ENSG00000041880
ENSP00000401511,ENSG00000041880
ENSP00000417396,ENSG00000041880
ENSP00000417625,ENSG00000041880
ENSP00000367969,ENSG00000139684
ENSP00000367992,ENSG00000139684
ENSP00000391350,ENSG00000139684
ENSP00000476193,ENSG00000139684
ENSP00000257895,ENSG00000135437
ENSP00000447128,ENSG00000135437
ENSP00000447513,ENSG00000135437
ENSP00000448014,ENSG00000135437
ENSP00000449927,ENSG00000135437
ENSP00000268124,ENSG00000140521
ENSP00000399851,ENSG00000140521
ENSP00000431395,ENSG00000140521
ENSP00000432389,ENSG00000140521
ENSP00000432885,ENSG00000140521
ENSP00000433502,ENSG00000140521
ENSP00000434937,ENSG00000140521
ENSP00000486730,ENSG00000140521
ENSP00000489799,ENSG00000140521
ENSP00000489844,ENSG00000140521
ENSP00000490231,ENSG00000140521
ENSP00000490403,ENSG00000140521
ENSP00000490427,ENSG00000140521
ENSP00000490653,ENSG00000140521
ENSP00000490756,ENSG00000140521
ENSP00000499495,ENSG00000140521
ENSP00000499709,ENSG00000140521
ENSP00000516154,ENSG00000140521
ENSP00000248924,ENSG00000100116
ENSP00000371110,ENSG00000100116
ENSP00000388151,ENSG00000100116
ENSP00000402213,ENSG00000100116
ENSP00000406719,ENSG00000100116
ENSP00000250383,ENSG00000100867
ENSP00000344674,ENSG00000100867
ENSP00000401213,ENSG00000100867
ENSP00000451485,ENSG00000100867
ENSP00000451895,ENSG00000100867
ENSP00000481607,ENSG00000100867
ENSP00000235958,ENSG00000117305
ENSP00000363614,ENSG00000117305
ENSP00000389281,ENSG00000117305
ENSP00000265465,ENSG00000014138
ENSP00000432536,ENSG00000014138
ENSP00000433952,ENSG00000014138
ENSP00000434173,ENSG00000014138
ENSP00000516436,ENSG00000014138
ENSP00000516437,ENSG00000014138
ENSP00000516438,ENSG00000014138
ENSP00000516439,ENSG00000014138
ENSP00000516440,ENSG00000014138
ENSP00000516441,ENSG00000014138
ENSP00000202625,ENSG00000166948
ENSP00000370831,ENSG00000166948
ENSP00000364249,ENSG00000127472
ENSP00000302239,ENSG00000138592
ENSP00000379721,ENSG00000138592
ENSP00000412682,ENSG00000138592
ENSP00000452950,ENSG00000138592
ENSP00000453206,ENSG00000138592
ENSP00000453320,ENSG00000138592
ENSP00000453427,ENSG00000138592
ENSP00000453460,ENSG00000138592
ENSP00000454003,ENSG00000138592
ENSP00000454059,ENSG00000138592
ENSP00000457345,ENSG00000138592
ENSP00000485810,ENSG00000138592
ENSP00000480053,ENSG00000277494
ENSP00000356218,ENSG00000159348
ENSP00000396382,ENSG00000159348
ENSP00000345873,ENSG00000091138
ENSP00000368375,ENSG00000091138
ENSP00000395955,ENSG00000091138
ENSP00000257261,ENSG00000134824
ENSP00000278840,ENSG00000134824
ENSP00000429500,ENSG00000134824
ENSP00000429693,ENSG00000134824
ENSP00000430054,ENSG00000134824
ENSP00000430225,ENSG00000134824
ENSP00000431091,ENSG00000134824
ENSP00000255389,ENSG00000133027
ENSP00000379127,ENSG00000133027
ENSP00000379128,ENSG00000133027
ENSP00000379129,ENSG00000133027
ENSP00000391288,ENSG00000133027
ENSP00000463112,ENSG00000133027
ENSP00000463713,ENSG00000133027
ENSP00000331218,ENSG00000158623
ENSP00000402346,ENSG00000158623
ENSP00000346874,ENSG00000197601
ENSP00000437111,ENSG00000197601
ENSP00000515269,ENSG00000197601
ENSP00000519435,ENSG00000197601
ENSP00000519436,ENSG00000197601
ENSP00000519442,ENSG00000197601
ENSP00000519443,ENSG00000197601
ENSP00000519444,ENSG00000197601
ENSP00000519445,ENSG00000197601
ENSP00000519446,ENSG00000197601
ENSP00000519447,ENSG00000197601
ENSP00000519448,ENSG00000197601
ENSP00000215565,ENSG00000099795
ENSP00000473120,ENSG00000099795
ENSP00000252102,ENSG00000131495
ENSP00000427220,ENSG00000131495
ENSP00000294064,ENSG00000162139
ENSP00000432097,ENSG00000162139
ENSP00000434474,ENSG00000162139
ENSP00000434754,ENSG00000162139
ENSP00000434907,ENSG00000162139
ENSP00000436118,ENSG00000162139
ENSP00000436540,ENSG00000162139
ENSP00000252945,ENSG00000130649
ENSP00000397299,ENSG00000130649
ENSP00000412754,ENSG00000130649
ENSP00000437799,ENSG00000130649
ENSP00000440689,ENSG00000130649
ENSP00000444958,ENSG00000130649
ENSP00000253856,ENSG00000105929
ENSP00000308122,ENSG00000105929
ENSP00000376774,ENSG00000105929
ENSP00000495261,ENSG00000105929
ENSP00000495642,ENSG00000105929
ENSP00000496205,ENSG00000105929
ENSP00000496259,ENSG00000105929
ENSP00000496421,ENSG00000105929
ENSP00000305725,ENSG00000171310
ENSP00000448678,ENSG00000171310
ENSP00000449093,ENSG00000171310
ENSP00000449095,ENSG00000171310
ENSP00000450004,ENSG00000171310
ENSP00000326424,ENSG00000172890
ENSP00000431515,ENSG00000172890
ENSP00000431820,ENSG00000172890
ENSP00000432129,ENSG00000172890
ENSP00000433472,ENSG00000172890
ENSP00000433612,ENSG00000172890
ENSP00000435570,ENSG00000172890
ENSP00000437172,ENSG00000172890
ENSP00000437220,ENSG00000172890
ENSP00000384700,ENSG00000218823
ENSP00000394779,ENSG00000066379
ENSP00000396922,ENSG00000066379
ENSP00000397636,ENSG00000066379
ENSP00000407364,ENSG00000066379
ENSP00000387914,ENSG00000066379
ENSP00000399966,ENSG00000066379
ENSP00000402198,ENSG00000066379
ENSP00000414110,ENSG00000066379
ENSP00000396661,ENSG00000066379
ENSP00000399302,ENSG00000066379
ENSP00000410530,ENSG00000066379
ENSP00000414720,ENSG00000066379
ENSP00000373108,ENSG00000066379
ENSP00000383500,ENSG00000066379
ENSP00000383501,ENSG00000066379
ENSP00000383503,ENSG00000066379
ENSP00000395065,ENSG00000066379
ENSP00000407715,ENSG00000066379
ENSP00000410954,ENSG00000066379
ENSP00000413265,ENSG00000066379
ENSP00000331111,ENSG00000066379
ENSP00000352333,ENSG00000066379
ENSP00000365978,ENSG00000066379
ENSP00000365981,ENSG00000066379
ENSP00000391809,ENSG00000066379
ENSP00000395397,ENSG00000066379
ENSP00000405636,ENSG00000066379
ENSP00000412369,ENSG00000066379
ENSP00000393236,ENSG00000066379
ENSP00000405264,ENSG00000066379
ENSP00000410127,ENSG00000066379
ENSP00000416599,ENSG00000066379
ENSP00000296255,ENSG00000163902
ENSP00000417529,ENSG00000163902
ENSP00000419384,ENSG00000163902
ENSP00000241337,ENSG00000213366
ENSP00000358842,ENSG00000213366
ENSP00000358844,ENSG00000213366
ENSP00000358846,ENSG00000213366
ENSP00000404662,ENSG00000213366
ENSP00000416883,ENSG00000213366
ENSP00000435157,ENSG00000213366
ENSP00000435910,ENSG00000213366
ENSP00000364781,ENSG00000068650
ENSP00000364796,ENSG00000068650
ENSP00000396374,ENSG00000068650
ENSP00000402575,ENSG00000068650
ENSP00000410824,ENSG00000068650
ENSP00000420387,ENSG00000068650
ENSP00000420696,ENSG00000068650
ENSP00000479392,ENSG00000068650
ENSP00000217254,ENSG00000101276
ENSP00000371370,ENSG00000101276
ENSP00000494009,ENSG00000101276
ENSP00000494193,ENSG00000101276
ENSP00000501807,ENSG00000101276
ENSP00000501902,ENSG00000101276
ENSP00000502741,ENSG00000101276
ENSP00000502783,ENSG00000101276
ENSP00000366934,ENSG00000162408
ENSP00000302111,ENSG00000170430
ENSP00000498729,ENSG00000170430
ENSP00000306247,ENSG00000115525
ENSP00000366549,ENSG00000115525
ENSP00000377394,ENSG00000115525
ENSP00000377397,ENSG00000115525
ENSP00000401375,ENSG00000115525
ENSP00000408635,ENSG00000115525
ENSP00000490979,ENSG00000115525
ENSP00000491027,ENSG00000115525
ENSP00000491029,ENSG00000115525
ENSP00000491038,ENSG00000115525
ENSP00000491084,ENSG00000115525
ENSP00000491126,ENSG00000115525
ENSP00000491172,ENSG00000115525
ENSP00000491238,ENSG00000115525
ENSP00000491314,ENSG00000115525
ENSP00000491315,ENSG00000115525
ENSP00000491316,ENSG00000115525
ENSP00000491356,ENSG00000115525
ENSP00000491395,ENSG00000115525
ENSP00000491398,ENSG00000115525
ENSP00000491443,ENSG00000115525
ENSP00000491495,ENSG00000115525
ENSP00000491564,ENSG00000115525
ENSP00000491664,ENSG00000115525
ENSP00000491699,ENSG00000115525
ENSP00000491701,ENSG00000115525
ENSP00000491802,ENSG00000115525
ENSP00000491828,ENSG00000115525
ENSP00000491853,ENSG00000115525
ENSP00000491857,ENSG00000115525
ENSP00000491880,ENSG00000115525
ENSP00000491917,ENSG00000115525
ENSP00000492030,ENSG00000115525
ENSP00000492035,ENSG00000115525
ENSP00000492045,ENSG00000115525
ENSP00000492089,ENSG00000115525
ENSP00000492097,ENSG00000115525
ENSP00000492098,ENSG00000115525
ENSP00000492103,ENSG00000115525
ENSP00000492209,ENSG00000115525
ENSP00000492244,ENSG00000115525
ENSP00000492280,ENSG00000115525
ENSP00000492299,ENSG00000115525
ENSP00000492305,ENSG00000115525
ENSP00000492459,ENSG00000115525
ENSP00000492468,ENSG00000115525
ENSP00000492473,ENSG00000115525
ENSP00000492602,ENSG00000115525
ENSP00000492635,ENSG00000115525
ENSP00000492710,ENSG00000115525
ENSP00000492753,ENSG00000115525
ENSP00000492847,ENSG00000115525
ENSP00000492866,ENSG00000115525
ENSP00000425955,ENSG00000227140
ENSP00000258742,ENSG00000136243
ENSP00000387330,ENSG00000136243
ENSP00000401475,ENSG00000136243
ENSP00000406677,ENSG00000136243
ENSP00000415511,ENSG00000136243
ENSP00000262077,ENSG00000124789
ENSP00000444029,ENSG00000124789
ENSP00000478627,ENSG00000124789
ENSP00000358421,ENSG00000203857
ENSP00000432268,ENSG00000203857
ENSP00000435999,ENSG00000203857
ENSP00000261875,ENSG00000074696
ENSP00000392491,ENSG00000074696
ENSP00000454610,ENSG00000074696
ENSP00000454873,ENSG00000074696
ENSP00000455530,ENSG00000074696
ENSP00000455587,ENSG00000074696
ENSP00000455686,ENSG00000074696
ENSP00000456300,ENSG00000074696
ENSP00000456568,ENSG00000074696
ENSP00000311117,ENSG00000155368
ENSP00000348116,ENSG00000155368
ENSP00000376815,ENSG00000155368
ENSP00000386486,ENSG00000155368
ENSP00000439012,ENSG00000155368
ENSP00000442917,ENSG00000155368
ENSP00000486281,ENSG00000155368
ENSP00000486361,ENSG00000155368
ENSP00000308318,ENSG00000173281
ENSP00000428642,ENSG00000173281
ENSP00000493491,ENSG00000173281
ENSP00000494659,ENSG00000173281
ENSP00000231461,ENSG00000113532
ENSP00000428826,ENSG00000113532
ENSP00000428914,ENSG00000113532
ENSP00000456356,ENSG00000198848
ENSP00000458586,ENSG00000198848
ENSP00000458773,ENSG00000198848
ENSP00000459806,ENSG00000198848
ENSP00000460045,ENSG00000198848
ENSP00000461208,ENSG00000198848
ENSP00000353720,ENSG00000198848
ENSP00000355193,ENSG00000198848
ENSP00000390492,ENSG00000198848
ENSP00000455902,ENSG00000198848
ENSP00000455959,ENSG00000198848
ENSP00000456865,ENSG00000198848
ENSP00000310832,ENSG00000174080
ENSP00000433082,ENSG00000174080
ENSP00000434936,ENSG00000174080
ENSP00000435822,ENSG00000174080
ENSP00000502935,ENSG00000174080
ENSP00000502949,ENSG00000174080
ENSP00000503232,ENSG00000174080
ENSP00000503238,ENSG00000174080
ENSP00000503425,ENSG00000174080
ENSP00000503465,ENSG00000174080
ENSP00000503506,ENSG00000174080
ENSP00000503579,ENSG00000174080
ENSP00000503614,ENSG00000174080
ENSP00000503676,ENSG00000174080
ENSP00000503791,ENSG00000174080
ENSP00000503972,ENSG00000174080
ENSP00000503980,ENSG00000174080
ENSP00000504169,ENSG00000174080
ENSP00000504254,ENSG00000174080
ENSP00000504383,ENSG00000174080
ENSP00000504605,ENSG00000174080
ENSP00000504693,ENSG00000174080
ENSP00000279178,ENSG00000149742
ENSP00000440206,ENSG00000149742
ENSP00000487706,ENSG00000198825
ENSP00000488052,ENSG00000198825
ENSP00000488726,ENSG00000198825
ENSP00000488905,ENSG00000198825
ENSP00000489864,ENSG00000198825
ENSP00000490226,ENSG00000198825
ENSP00000496843,ENSG00000198825
ENSP00000496955,ENSG00000198825
ENSP00000496989,ENSG00000198825
ENSP00000497027,ENSG00000198825
ENSP00000497205,ENSG00000198825
ENSP00000497212,ENSG00000198825
ENSP00000497291,ENSG00000198825
ENSP00000497368,ENSG00000198825
ENSP00000497412,ENSG00000198825
ENSP00000497527,ENSG00000198825
ENSP00000497772,ENSG00000198825
ENSP00000497846,ENSG00000198825
ENSP00000498016,ENSG00000198825
ENSP00000498154,ENSG00000198825
ENSP00000237019,ENSG00000118276
ENSP00000306459,ENSG00000118276
ENSP00000372613,ENSG00000118276
ENSP00000463961,ENSG00000118276
ENSP00000216452,ENSG00000100564
ENSP00000452816,ENSG00000100564
ENSP00000452924,ENSG00000100564
ENSP00000452974,ENSG00000100564
ENSP00000452996,ENSG00000100564
ENSP00000453158,ENSG00000100564
ENSP00000453394,ENSG00000100564
ENSP00000453733,ENSG00000100564
ENSP00000453759,ENSG00000100564
ENSP00000454061,ENSG00000100564
ENSP00000264441,ENSG00000116005
ENSP00000387654,ENSG00000116005
ENSP00000404327,ENSG00000116005
ENSP00000408751,ENSG00000116005
ENSP00000413178,ENSG00000116005
ENSP00000326609,ENSG00000119523
ENSP00000417764,ENSG00000119523
ENSP00000432675,ENSG00000119523
ENSP00000327268,ENSG00000178127
ENSP00000382908,ENSG00000178127
ENSP00000461911,ENSG00000178127
ENSP00000464504,ENSG00000178127
ENSP00000319531,ENSG00000140905
ENSP00000455019,ENSG00000140905
ENSP00000455287,ENSG00000140905
ENSP00000455579,ENSG00000140905
ENSP00000457630,ENSG00000140905
ENSP00000457645,ENSG00000140905
ENSP00000491127,ENSG00000140905
ENSP00000492163,ENSG00000140905
ENSP00000492187,ENSG00000140905
ENSP00000517634,ENSG00000140905
ENSP00000517635,ENSG00000140905
ENSP00000517636,ENSG00000140905
ENSP00000517637,ENSG00000140905
ENSP00000517638,ENSG00000140905
ENSP00000517639,ENSG00000140905
ENSP00000517640,ENSG00000140905
ENSP00000517641,ENSG00000140905
ENSP00000517642,ENSG00000140905
ENSP00000416136,ENSG00000139428
ENSP00000438079,ENSG00000139428
ENSP00000444793,ENSG00000139428
ENSP00000445920,ENSG00000139428
ENSP00000474582,ENSG00000139428
ENSP00000474881,ENSG00000139428
ENSP00000474981,ENSG00000139428
ENSP00000483818,ENSG00000139428
ENSP00000342564,ENSG00000119711
ENSP00000450436,ENSG00000119711
ENSP00000452081,ENSG00000119711
ENSP00000221485,ENSG00000104888
ENSP00000470338,ENSG00000104888
ENSP00000472086,ENSG00000104888
ENSP00000287706,ENSG00000157045
ENSP00000454595,ENSG00000157045
ENSP00000454883,ENSG00000157045
ENSP00000455396,ENSG00000157045
ENSP00000456142,ENSG00000157045
ENSP00000457467,ENSG00000157045
ENSP00000483643,ENSG00000157045
ENSP00000485340,ENSG00000157045
ENSP00000478644,ENSG00000157045
ENSP00000481975,ENSG00000157045
ENSP00000484380,ENSG00000157045
ENSP00000487653,ENSG00000157045
ENSP00000488243,ENSG00000157045
ENSP00000488459,ENSG00000157045
ENSP00000488710,ENSG00000157045
ENSP00000397453,ENSG00000104343
ENSP00000414771,ENSG00000104343
ENSP00000428813,ENSG00000104343
ENSP00000428835,ENSG00000104343
ENSP00000429136,ENSG00000104343
ENSP00000430254,ENSG00000104343
ENSP00000473561,ENSG00000104343
ENSP00000498255,ENSG00000104343
ENSP00000499153,ENSG00000104343
ENSP00000370808,ENSG00000169100
ENSP00000518609,ENSG00000169100
ENSP00000286604,ENSG00000173610
ENSP00000421432,ENSG00000173610
ENSP00000424478,ENSG00000173610
ENSP00000425497,ENSG00000173610
ENSP00000427709,ENSG00000173610
ENSP00000285850,ENSG00000155465
ENSP00000380662,ENSG00000155465
ENSP00000380663,ENSG00000155465
ENSP00000380666,ENSG00000155465
ENSP00000421554,ENSG00000155465
ENSP00000450495,ENSG00000155465
ENSP00000450671,ENSG00000155465
ENSP00000450715,ENSG00000155465
ENSP00000450729,ENSG00000155465
ENSP00000451026,ENSG00000155465
ENSP00000451063,ENSG00000155465
ENSP00000451881,ENSG00000155465
ENSP00000451983,ENSG00000155465
ENSP00000452083,ENSG00000155465
ENSP00000452256,ENSG00000155465
ENSP00000452551,ENSG00000155465
ENSP00000501493,ENSG00000155465
ENSP00000514047,ENSG00000155465
ENSP00000382288,ENSG00000177054
ENSP00000400113,ENSG00000177054
ENSP00000333294,ENSG00000167130
